situacion,zona,propuesta_id,titulo_propuesta,enlace,apoyos,categoria,aparece_en_mesa,orden_detectado_en_mesa,aparece_descartada_en_mesa,decision_mesa,aparece_en_final_126,fiabilidad_lectura_mesa,extracto_acta
Mesa y final,Zona Este 1,8010,Alumbrado parque calle Aneto,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8010,91,,SI,20,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 2,8302,Instalación de marquesina accesible en la calle Andrómeda,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8302,87,Transportes y movilidad | Seguridad y emergencias | Urbanismo,SI,8,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 1,8499,Conexión de carriles bici en Pº del Hospital Militar.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8499,86,Salud y consumo - Animales | Transportes y movilidad | Medio Ambiente - Limpieza | Seguridad y emergencias,SI,6,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 2,8569,Cubrir patio del CIC El Empecinado,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8569,79,Participación ciudadana - Asociaciones | Cultura,SI,5,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 1,8088,Carril bici en Paseo de Zorrilla y Avenida Salamanca por Avda. Medina del Campo,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8088,79,,SI,5,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 1,7557,Mejora de Carril Bici Orilla del esgueva,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7557,74,Transportes y movilidad | Seguridad y emergencias,SI,9,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 2,8111,"Actualizar pista deportiva en Parque  entre Barbecho, Mieses y Padre José Acosta",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8111,71,Deportes,SI,15,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,8227,Colocar bancos en el “Sendero Verde” del Parque Jardín Botánico,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8227,69,Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza | Urbanismo,SI,8,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 1,7864,Renovación del tramo de carril bici en Tirso de Molina,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7864,64,Transportes y movilidad | Urbanismo,SI,17,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 2,8303,Habilitar en la plaza Juan Pablo II de Villa del Prado zona de juegos infantiles,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8303,64,Urbanismo,SI,9,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 2,7883,Creación de pasos ciclistas en Pso. Zorrilla (Parque Alameda).,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7883,62,Transportes y movilidad,SI,7,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 2,8139,Transformar un “retal” en un activo d relación social y de desarrollo sostenible,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8139,62,Salud y consumo - Animales | Medio Ambiente - Limpieza | Urbanismo,SI,1,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 2,8110,Parada bikis avenida Gijón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8110,58,Deportes | Servicios sociales | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,10,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 2,8186,Pista deportiva calle Familia,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8186,58,,SI,11,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 2,8135,Recuperar antiguo mirador del Palacio de la Ribera,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8135,54,Cultura y Embellecimiento Urbano. | Patrimonio | Turismo,SI,12,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 1,7993,7993-Puertas de entrada de apertura a automática en el Centro Cívico Rondilla,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7993,52,Participación ciudadana - Asociaciones,SI,18,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 1,8113,ESTACION BIKI EN PLAZA CREPÚSCULO,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8113,52,Deportes | Participación ciudadana - Asociaciones | Igualdad | Transportes y movilidad | Seguridad y emergencias | Urbanismo,SI,13,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 1,7758,Renovar vestuarios de la piscina cubierta Canterac,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7758,50,Deportes,SI,16,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 2,7945,Estación Biki zona deportiva Santa María de la Cabeza,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7945,50,,SI,3,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,8213,"Renovar bancos en plaza del Cosmos, plaza San Bartolomé, plaza de la Armonía",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8213,50,Participación ciudadana - Asociaciones | Urbanismo,SI,12,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 1,7997,7997-BAÑO PARA PERSONAS DE MOVILIDAD REDUCIIADA EN PLANTA BAJA DEL CC RONDILLA,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7997,49,,SI,14,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 1,8086,CREAR UN CICLOBARRIO EN LA FAROLA - PLAZA DE TOROS,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8086,49,Igualdad | Servicios sociales | Transportes y movilidad | Medio Ambiente - Limpieza | Seguridad y emergencias | Urbanismo,SI,15,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Centro,8026,"Arreglo paseo de las Aceñas, paseo Moreras",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8026,46,Medio Ambiente - Limpieza | Urbanismo | Cultura,SI,13,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,7567,Adecuacion de la plaza solidaridad,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7567,44,Urbanismo,SI,13,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 2,8092,Carriles bici en Calle de los Vinos de Rueda y Calle de los Vinos de Cigales,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8092,43,Participación ciudadana - Asociaciones | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,2,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 2,8553,Parque deportivo para jóvenes,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8553,42,Deportes,SI,13,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Centro,8321,ALUMBRADO CALLE TAHONAS,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8321,40,Urbanismo,SI,8,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,8252,Sotechado cancha deportiva,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8252,36,Deportes,SI,11,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Sur 2,8254,Propuesta de intervención/restauración de la Plaza de las Merindades,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8254,35,Urbanismo,SI,8,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,8376,"Arreglos y Repintado Mirador de Aves, Parque Las Lavanderas",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8376,34,"Medio Ambiente"" ""Naturaleza"" ""Tiempo libre",SI,15,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Centro,8352,Circuito ejercicio biosaludable al aire libre para adultos latera Campo Grande,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8352,33,Deporte | convivencia intergeneracional | Salud,SI,10,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 2,8167,MARQUESINA EN LA PARADA DE AUVASA 976. LÍNEA 3,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8167,31,Transportes y movilidad,SI,14,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 1,8423,8423-Arreglo de la acera derecha Prado de la Magdalena,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8423,28,Participación ciudadana - Asociaciones | Medio Ambiente - Limpieza,SI,7,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Pisuerga 1,7606,PASO DE PEATONES PLAZA COSMOS ESQUINA CALLE SAN SEBASTIAN 4,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7606,26,,SI,17,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 2,8458,Seguridad en el entorno escolar de Calle Cigüeña,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8458,23,Transportes y movilidad | Seguridad y emergencias,SI,10,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 2,8042,Pintar líneas y pasos de cebra en inmediaciones de Polideportivo Pajarillos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8042,22,Transportes y movilidad | Seguridad y emergencias | Urbanismo,SI,17,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 1,8542,parque infantil avenida Palencia (agrupada con 8424),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8542,20,Urbanismo,SI,3,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 1,7776,Ampliación parque infantil c/ Amor de dios,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7776,13,Urbanismo | Educación | Cultura,SI,12,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Esgueva 1,8476,Arreglo de la acera de la calle Doctor Ochoa,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8476,12,Urbanismo,SI,5,NO,Seleccionada / ratificada por la mesa,SI,"media (OCR acta, conviene revisar)",ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 2,8446,Escultura y mural sobre el biólogo Jose Antonio Valverde,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8446,10,Urbanismo | Medio Ambiente - Limpieza | Participación ciudadana - Asociaciones | Cultura,SI,8,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
Mesa y final,Zona Este 2,8490,Parque deportivo en calle Pinguino,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8490,4,Deportes,SI,19,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa
